,index,CompTotal,CompFreq,Currency_Type,Currency_Describtion,TotalByYear,USD per unit,TotalByYearUSD,Echange_rate
37600,65176,132000.0,Monthly,RUB,Russian ruble,1584000.0,0,21073.1469696,0.0133037544
37601,65177,9500.0,Monthly,RON,Romanian leu,114000.0,0,26020.4947788,0.2282499542
37602,65178,4100.0,Monthly,EUR,European Euro,49200.0,0,55560.69680076,1.1292824553
37603,65180,24000.0,Monthly,ILS,Israeli new shekel,288000.0,0,93236.63832,0.3237383275
37604,65181,100000.0,Monthly,INR,Indian rupee,1200000.0,0,16102.43964,0.0134186997
37605,65183,65000.0,Monthly,INR,Indian rupee,780000.0,0,10466.585766,0.0134186997
37606,65184,1000.0,Monthly,EUR,European Euro,12000.0,0,13551.3894636,1.1292824553
37607,65185,1000.0,Monthly,EUR,European Euro,12000.0,0,13551.3894636,1.1292824553
37608,65189,35000.0,Monthly,GBP,Pound sterling,420000.0,0,568774.771362,1.3542256461
37609,65194,2400.0,Monthly,EUR,European Euro,28800.0,0,32523.33471264,1.1292824553
37610,65195,21000.0,Monthly,PLN,Polish zloty,252000.0,0,62356.143603599994,0.2474450143
37611,65196,50000.0,Yearly,GBP,Pound sterling,50000.0,0,67711.282305,1.3542256461
37612,65197,49800.0,Yearly,EUR,European Euro,49800.0,0,56238.266273940004,1.1292824553
37613,65200,350000.0,Monthly,RUB,Russian ruble,4200000.0,0,55875.76848,0.0133037544
37614,65203,50000.0,Monthly,ETB,Ethiopian birr,600000.0,0,12148.03734,0.0202467289
37615,65204,50000.0,Yearly,GBP,Pound sterling,50000.0,0,67711.282305,1.3542256461
37616,65208,165000.0,Yearly,USD,United States dollar,165000.0,0,165000.0,1.0
37617,65211,3100.0,Monthly,EUR,European Euro,37200.0,0,42009.307337160004,1.1292824553
37618,65213,4500.0,Monthly,EUR,European Euro,54000.0,0,60981.252586200004,1.1292824553
37619,65214,120000.0,Yearly,EUR,European Euro,120000.0,0,135513.894636,1.1292824553
37620,65215,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
37621,65216,100.0,Monthly,EUR,European Euro,1200.0,0,1355.13894636,1.1292824553
37622,65219,6900000.0,Yearly,INR,Indian rupee,6900000.0,0,92589.02793,0.0134186997
37623,65222,50000.0,Monthly,THB,Thai baht,600000.0,0,18036.02334,0.0300600389
37624,65225,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
37625,65226,300000.0,Monthly,NGN,Nigerian naira,3600000.0,0,8718.99732,0.0024219437
37626,65228,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
37627,65230,1100.0,Monthly,EUR,European Euro,13200.0,0,14906.528409960001,1.1292824553
37628,65231,120.0,Monthly,USD,United States dollar,1440.0,0,1440.0,1.0
37629,65232,10000.0,Monthly,MAD,Moroccan dirham,120000.0,0,12939.80334,0.1078316945
37630,65233,63000.0,Yearly,GBP,Pound sterling,63000.0,0,85316.2157043,1.3542256461
37631,65235,95000.0,Yearly,GBP,Pound sterling,95000.0,0,128651.4363795,1.3542256461
37632,65238,35845.0,Yearly,GBP,Pound sterling,35845.0,0,48542.218284454495,1.3542256461
37633,65239,60000.0,Monthly,NOK,Norwegian krone,720000.0,0,81408.5586,0.1130674425
37634,65240,137600.0,Yearly,GGP,Guernsey Pound,137600.0,0,186341.44890336,1.3542256461
37635,65241,14500000.0,Monthly,COP,Colombian peso,174000000.0,0,42660.8154,0.0002451771
37636,65244,1000000.0,Yearly,INR,Indian rupee,1000000.0,0,13418.6997,0.0134186997
37637,65246,78000.0,Yearly,GBP,Pound sterling,78000.0,0,105629.6003958,1.3542256461
37638,65247,43350.0,Monthly,DKK,Danish krone,520200.0,0,78980.87586888,0.1518279044
37639,65251,120000.0,Yearly,EUR,European Euro,120000.0,0,135513.894636,1.1292824553
37640,65255,50000.0,Monthly,INR,Indian rupee,600000.0,0,8051.21982,0.0134186997
37641,65259,54500.0,Monthly,DKK,Danish krone,654000.0,0,99295.44947759999,0.1518279044
37642,65260,2000.0,Monthly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
37643,65261,100000.0,Yearly,EUR,European Euro,100000.0,0,112928.24553,1.1292824553
37644,65263,85000.0,Yearly,EUR,European Euro,85000.0,0,95989.00870050001,1.1292824553
37645,65265,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
37646,65272,28000.0,Monthly,ILS,Israeli new shekel,336000.0,0,108776.07804,0.3237383275
37647,65276,47250.0,Yearly,EUR,European Euro,47250.0,0,53358.596012925,1.1292824553
37648,65277,6000.0,Monthly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
37649,65278,3500000.0,Yearly,INR,Indian rupee,3500000.0,0,46965.44895,0.0134186997
37650,65279,4500.0,Monthly,EUR,European Euro,54000.0,0,60981.252586200004,1.1292824553
37651,65281,105000.0,Yearly,USD,United States dollar,105000.0,0,105000.0,1.0
37652,65283,2000000.0,Yearly,INR,Indian rupee,2000000.0,0,26837.3994,0.0134186997
37653,65285,38000.0,Yearly,EUR,European Euro,38000.0,0,42912.7333014,1.1292824553
37654,65288,130000.0,Yearly,USD,United States dollar,130000.0,0,130000.0,1.0
37655,65289,1900000.0,Yearly,INR,Indian rupee,1900000.0,0,25495.52943,0.0134186997
37656,65292,450000.0,Yearly,USD,United States dollar,450000.0,0,450000.0,1.0
37657,65294,3100.0,Weekly,GBP,Pound sterling,161200.0,0,218301.17415131998,1.3542256461
37658,65297,320000.0,Monthly,INR,Indian rupee,3840000.0,0,51527.806848,0.0134186997
37659,65302,5100000.0,Monthly,IDR,Indonesian rupiah,61200000.0,0,4273.47972,6.98281e-05
37660,65303,40000.0,Yearly,USD,United States dollar,40000.0,0,40000.0,1.0
37661,65304,5000000.0,Yearly,INR,Indian rupee,5000000.0,0,67093.4985,0.0134186997
37662,65305,0.0,Yearly,GBP,Pound sterling,0.0,0,0.0,1.3542256461
37663,65307,60000.0,Yearly,GBP,Pound sterling,60000.0,0,81253.538766,1.3542256461
37664,65308,660000.0,Yearly,INR,Indian rupee,660000.0,0,8856.341802,0.0134186997
37665,65309,1600.0,Monthly,UAH,Ukrainian hryvnia,19200.0,0,699.2329497600001,0.0364183828
37666,65310,75000.0,Yearly,GBP,Pound sterling,75000.0,0,101566.9234575,1.3542256461
37667,65311,3800000.0,Yearly,INR,Indian rupee,3800000.0,0,50991.05886,0.0134186997
37668,65312,2000000.0,Yearly,INR,Indian rupee,2000000.0,0,26837.3994,0.0134186997
37669,65313,420000.0,Monthly,RUB,Russian ruble,5040000.0,0,67050.922176,0.0133037544
37670,65314,36000.0,Monthly,GBP,Pound sterling,432000.0,0,585025.4791152,1.3542256461
37671,65315,10000.0,Monthly,EGP,Egyptian pound,120000.0,0,7628.640984000001,0.0635720082
37672,65317,72000.0,Yearly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
37673,65319,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
37674,65320,113000.0,Monthly,RUB,Russian ruble,1356000.0,0,18039.8909664,0.0133037544
37675,65321,1500.0,Monthly,USD,United States dollar,18000.0,0,18000.0,1.0
37676,65326,1300.0,Monthly,EUR,European Euro,15600.0,0,17616.80630268,1.1292824553
37677,65328,55000.0,Monthly,INR,Indian rupee,660000.0,0,8856.341802,0.0134186997
37678,65330,280000.0,Monthly,RUB,Russian ruble,3360000.0,0,44700.614784,0.0133037544
37679,65331,104000.0,Yearly,USD,United States dollar,104000.0,0,104000.0,1.0
37680,65335,56000.0,Yearly,GBP,Pound sterling,56000.0,0,75836.6361816,1.3542256461
37681,65337,8500.0,Monthly,ILS,Israeli new shekel,102000.0,0,33021.309405,0.3237383275
37682,65339,1500.0,Monthly,EUR,European Euro,18000.0,0,20327.084195400002,1.1292824553
37683,65341,90000.0,Monthly,CZK,Czech koruna,1080000.0,0,49453.490844,0.0457902693
37684,65343,6500.0,Monthly,PLN,Polish zloty,78000.0,0,19300.711115399998,0.2474450143
37685,65347,70000.0,Yearly,EUR,European Euro,70000.0,0,79049.771871,1.1292824553
37686,65348,28000.0,Yearly,EUR,European Euro,28000.0,0,31619.9087484,1.1292824553
37687,65349,72500.0,Yearly,CAD,Canadian dollar,72500.0,0,57075.305390999994,0.7872455916
37688,65352,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
37689,65353,2400000.0,Yearly,INR,Indian rupee,2400000.0,0,32204.87928,0.0134186997
37690,65354,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
37691,65355,2500000.0,Yearly,INR,Indian rupee,2500000.0,0,33546.74925,0.0134186997
37692,65356,650000.0,Yearly,NOK,Norwegian krone,650000.0,0,73493.837625,0.1130674425
37693,65359,13000.0,Monthly,HRK,Croatian kuna,156000.0,0,23433.510297599998,0.1502148096
37694,65360,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
37695,65372,671000.0,Yearly,NOK,Norwegian krone,671000.0,0,75868.2539175,0.1130674425
37696,65375,350000.0,Monthly,HUF,Hungarian forint,4200000.0,0,13086.78756,0.0031159018
37697,65376,6000.0,Monthly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
37698,65378,20000.0,Yearly,EUR,European Euro,20000.0,0,22585.649106,1.1292824553
37699,65380,800000.0,Yearly,INR,Indian rupee,800000.0,0,10734.95976,0.0134186997
37700,65383,7960.0,Monthly,BRL,Brazilian real,95520.0,0,16822.93554744,0.1761195095
37701,65385,720000.0,Yearly,INR,Indian rupee,720000.0,0,9661.463784,0.0134186997
37702,65387,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
37703,65388,953000.0,Yearly,NOK,Norwegian krone,953000.0,0,107753.2727025,0.1130674425
37704,65389,15000.0,Monthly,PKR,Pakistani rupee,180000.0,0,1018.82133,0.0056601185
37705,65390,5600.0,Monthly,EUR,European Euro,67200.0,0,75887.78099616,1.1292824553
37706,65391,10000.0,Monthly,INR,Indian rupee,120000.0,0,1610.243964,0.0134186997
37707,65393,30000.0,Monthly,CZK,Czech koruna,360000.0,0,16484.496948,0.0457902693
37708,65394,5000.0,Monthly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
37709,65396,13500.0,Monthly,PLN,Polish zloty,162000.0,0,40086.0923166,0.2474450143
37710,65398,10000.0,Weekly,GBP,Pound sterling,520000.0,0,704197.335972,1.3542256461
37711,65399,4544242.0,Monthly,ANG,Netherlands Antillean guilder,54530904.0,0,30472630.488416195,0.5588139615
37712,65400,60000.0,Yearly,GBP,Pound sterling,60000.0,0,81253.538766,1.3542256461
37713,65404,15000.0,Monthly,PLN,Polish zloty,180000.0,0,44540.102574,0.2474450143
37714,65407,88000.0,Yearly,USD,United States dollar,88000.0,0,88000.0,1.0
37715,65409,80.0,Monthly,EUR,European Euro,960.0,0,1084.111157088,1.1292824553
37716,65410,2440.0,Monthly,EUR,European Euro,29280.0,0,33065.390291184,1.1292824553
37717,65411,1350000.0,Yearly,INR,Indian rupee,1350000.0,0,18115.244595,0.0134186997
37718,65412,11000.0,Monthly,BYN,Belarusian ruble,132000.0,0,51181.733050799994,0.3877404019
37719,65416,210000.0,Monthly,RUB,Russian ruble,2520000.0,0,33525.461088,0.0133037544
37720,65418,7500.0,Monthly,CHF,Swiss franc,90000.0,0,98289.15677100001,1.0921017419
37721,65419,5000.0,Monthly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
37722,65420,5500.0,Monthly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
37723,65421,48000.0,Yearly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
37724,65422,6000.0,Monthly,GBP,Pound sterling,72000.0,0,97504.2465192,1.3542256461
37725,65423,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
37726,65424,1355000.0,Yearly,INR,Indian rupee,1355000.0,0,18182.3380935,0.0134186997
37727,65427,8000000.0,Yearly,JPY,Japanese yen,8000000.0,0,68885.3584,0.0086106698
37728,65428,51000.0,Monthly,INR,Indian rupee,612000.0,0,8212.2442164,0.0134186997
37729,65430,3550.0,Monthly,EUR,European Euro,42600.0,0,48107.43259578,1.1292824553
37730,65432,30000.0,Weekly,RUB,Russian ruble,1560000.0,0,20753.856863999998,0.0133037544
37731,65436,4400.0,Monthly,EUR,European Euro,52800.0,0,59626.113639840005,1.1292824553
37732,65439,1050000.0,Yearly,INR,Indian rupee,1050000.0,0,14089.634684999999,0.0134186997
37733,65442,5000000.0,Yearly,INR,Indian rupee,5000000.0,0,67093.4985,0.0134186997
37734,65443,6000.0,Monthly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
37735,65444,80000.0,Yearly,EUR,European Euro,80000.0,0,90342.596424,1.1292824553
37736,65445,6000.0,Monthly,BRL,Brazilian real,72000.0,0,12680.604684,0.1761195095
37737,65447,450000.0,Yearly,INR,Indian rupee,450000.0,0,6038.414865,0.0134186997
37738,65448,4250.0,Monthly,EUR,European Euro,51000.0,0,57593.4052203,1.1292824553
37739,65449,2971.0,Monthly,EUR,European Euro,35652.0,0,40261.1780963556,1.1292824553
37740,65450,1200000.0,Yearly,NOK,Norwegian krone,1200000.0,0,135680.931,0.1130674425
37741,65451,40000.0,Yearly,EUR,European Euro,40000.0,0,45171.298212,1.1292824553
37742,65452,3700.0,Monthly,USD,United States dollar,44400.0,0,44400.0,1.0
37743,65454,125000.0,Yearly,CHF,Swiss franc,125000.0,0,136512.7177375,1.0921017419
37744,65460,3000.0,Monthly,USD,United States dollar,36000.0,0,36000.0,1.0
37745,65461,62500.0,Monthly,BDT,Bangladeshi taka,750000.0,0,8764.682775,0.0116862437
37746,65463,5500.0,Monthly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
37747,65466,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
37748,65467,420000.0,Monthly,KZT,Kazakhstani tenge,5040000.0,0,11591.38512,0.002299878
37749,65469,15000.0,Monthly,PLN,Polish zloty,180000.0,0,44540.102574,0.2474450143
37750,65470,9000.0,Monthly,PLN,Polish zloty,108000.0,0,26724.0615444,0.2474450143
37751,65471,20000.0,Monthly,EGP,Egyptian pound,240000.0,0,15257.281968000001,0.0635720082
37752,65472,180000.0,Monthly,PKR,Pakistani rupee,2160000.0,0,12225.85596,0.0056601185
37753,65473,47000.0,Yearly,EUR,European Euro,47000.0,0,53076.2753991,1.1292824553
37754,65474,560000.0,Yearly,TWD,New Taiwan dollar,560000.0,0,20335.521472,0.0363134312
37755,65475,90000.0,Yearly,EUR,European Euro,90000.0,0,101635.420977,1.1292824553
37756,65477,17000.0,Monthly,RON,Romanian leu,204000.0,0,46562.9906568,0.2282499542
37757,65478,3077.0,Monthly,EUR,European Euro,36924.0,0,41697.6253794972,1.1292824553
37758,65483,7500.0,Monthly,PLN,Polish zloty,90000.0,0,22270.051287,0.2474450143
37759,65484,500000000.0,Monthly,IRR,Iranian rial,6000000000.0,0,142446.0,2.3741e-05
37760,65485,90000.0,Yearly,USD,United States dollar,90000.0,0,90000.0,1.0
37761,65487,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
37762,65488,52286.0,Yearly,EUR,European Euro,52286.0,0,59045.6624578158,1.1292824553
37763,65489,8000.0,Monthly,PLN,Polish zloty,96000.0,0,23754.7213728,0.2474450143
37764,65490,2600.0,Monthly,EUR,European Euro,31200.0,0,35233.61260536,1.1292824553
37765,65492,1800000.0,Yearly,TWD,New Taiwan dollar,1800000.0,0,65364.17616,0.0363134312
37766,65493,185000.0,Yearly,USD,United States dollar,185000.0,0,185000.0,1.0
37767,65494,65000.0,Monthly,INR,Indian rupee,780000.0,0,10466.585766,0.0134186997
37768,65495,105000.0,Yearly,AUD,Australian dollar,105000.0,0,76032.54568350001,0.7241194827
37769,65496,40000.0,Yearly,EUR,European Euro,40000.0,0,45171.298212,1.1292824553
37770,65502,28000.0,Monthly,SEK,Swedish krona,336000.0,0,36967.162545600004,0.1100213171
37771,65503,53000.0,Yearly,GBP,Pound sterling,53000.0,0,71773.95924329999,1.3542256461
37772,65504,70000.0,Yearly,EUR,European Euro,70000.0,0,79049.771871,1.1292824553
37773,65506,20000.0,Monthly,ZAR,South African rand,240000.0,0,14994.836256,0.0624784844
37774,65510,1165.0,Monthly,RON,Romanian leu,13980.0,0,3190.934359716,0.2282499542
37775,65511,70000.0,Monthly,EUR,European Euro,840000.0,0,948597.262452,1.1292824553
37776,65512,50000.0,Yearly,GBP,Pound sterling,50000.0,0,67711.282305,1.3542256461
37777,65513,5500.0,Monthly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
37778,65515,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
37779,65517,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
37780,65518,40000.0,Monthly,TWD,New Taiwan dollar,480000.0,0,17430.446976000003,0.0363134312
37781,65519,120000.0,Monthly,RUB,Russian ruble,1440000.0,0,19157.406336,0.0133037544
37782,65522,3100.0,Monthly,EUR,European Euro,37200.0,0,42009.307337160004,1.1292824553
37783,65523,38100.0,Yearly,EUR,European Euro,38100.0,0,43025.66154693,1.1292824553
37784,65525,80000.0,Yearly,EUR,European Euro,80000.0,0,90342.596424,1.1292824553
37785,65528,23000.0,Monthly,SEK,Swedish krona,276000.0,0,30365.8835196,0.1100213171
37786,65529,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
37787,65530,30000.0,Monthly,SEK,Swedish krona,360000.0,0,39607.674156,0.1100213171
37788,65532,1600000.0,Yearly,INR,Indian rupee,1600000.0,0,21469.91952,0.0134186997
37789,65533,180000000.0,Monthly,IRR,Iranian rial,2160000000.0,0,51280.56,2.3741e-05
37790,65535,110000.0,Monthly,CZK,Czech koruna,1320000.0,0,60443.155476,0.0457902693
37791,65536,15000.0,Monthly,TRY,Turkish lira,180000.0,0,13274.950212,0.0737497234
37792,65537,1100.0,Monthly,USD,United States dollar,13200.0,0,13200.0,1.0
37793,65538,300000.0,Monthly,PKR,Pakistani rupee,3600000.0,0,20376.4266,0.0056601185
37794,65539,23000.0,Monthly,HRK,Croatian kuna,276000.0,0,41459.2874496,0.1502148096
37795,65546,62333.0,Yearly,EUR,European Euro,62333.0,0,70391.5632862149,1.1292824553
37796,65547,60000.0,Yearly,GBP,Pound sterling,60000.0,0,81253.538766,1.3542256461
37797,65550,5000.0,Monthly,SEK,Swedish krona,60000.0,0,6601.279026,0.1100213171
37798,65552,78000.0,Yearly,EUR,European Euro,78000.0,0,88084.0315134,1.1292824553
37799,65556,2800.0,Monthly,EUR,European Euro,33600.0,0,37943.89049808,1.1292824553
37800,65557,2300.0,Monthly,EUR,European Euro,27600.0,0,31168.19576628,1.1292824553
37801,65558,115000.0,Yearly,EUR,European Euro,115000.0,0,129867.4823595,1.1292824553
37802,65559,42000.0,Yearly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
37803,65562,41000.0,Yearly,EUR,European Euro,41000.0,0,46300.580667300004,1.1292824553
37804,65563,1050000.0,Monthly,HUF,Hungarian forint,12600000.0,0,39260.362680000006,0.0031159018
37805,65569,870000.0,Yearly,NOK,Norwegian krone,870000.0,0,98368.674975,0.1130674425
37806,65572,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
37807,65574,120000.0,Yearly,GBP,Pound sterling,120000.0,0,162507.077532,1.3542256461
37808,65575,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
37809,65576,5700.0,Monthly,BRL,Brazilian real,68400.0,0,12046.5744498,0.1761195095
37810,65577,97500.0,Yearly,MYR,Malaysian ringgit,97500.0,0,23291.97053625,0.2388920055
37811,65578,1250000.0,Monthly,INR,Indian rupee,15000000.0,0,201280.4955,0.0134186997
37812,65579,2200.0,Monthly,EUR,European Euro,26400.0,0,29813.056819920002,1.1292824553
37813,65583,45000.0,Monthly,ZAR,South African rand,540000.0,0,33738.381576,0.0624784844
37814,65585,4500000.0,Monthly,COP,Colombian peso,54000000.0,0,13239.5634,0.0002451771
37815,65587,70000.0,Yearly,EUR,European Euro,70000.0,0,79049.771871,1.1292824553
37816,65588,120000.0,Yearly,CAD,Canadian dollar,120000.0,0,94469.470992,0.7872455916
37817,65589,56500.0,Yearly,GBP,Pound sterling,56500.0,0,76513.74900465,1.3542256461
37818,65591,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
37819,65593,60000.0,Monthly,EGP,Egyptian pound,720000.0,0,45771.845904,0.0635720082
37820,65594,850.0,Monthly,EUR,European Euro,10200.0,0,11518.68104406,1.1292824553
37821,65595,15000.0,Monthly,PLN,Polish zloty,180000.0,0,44540.102574,0.2474450143
37822,65598,28000.0,Monthly,ILS,Israeli new shekel,336000.0,0,108776.07804,0.3237383275
37823,65600,270000.0,Monthly,RUB,Russian ruble,3240000.0,0,43104.164256,0.0133037544
37824,65601,47000.0,Yearly,EUR,European Euro,47000.0,0,53076.2753991,1.1292824553
37825,65602,5100.0,Monthly,BRL,Brazilian real,61200.0,0,10778.5139814,0.1761195095
37826,65603,470000.0,Monthly,HUF,Hungarian forint,5640000.0,0,17573.686152000002,0.0031159018
37827,65604,2396.0,Monthly,EUR,European Euro,28752.0,0,32469.1291547856,1.1292824553
37828,65606,26000.0,Monthly,GBP,Pound sterling,312000.0,0,422518.4015832,1.3542256461
37829,65607,4000000.0,Yearly,INR,Indian rupee,4000000.0,0,53674.7988,0.0134186997
37830,65608,5500.0,Monthly,USD,United States dollar,66000.0,0,66000.0,1.0
37831,65610,8000.0,Monthly,BGN,Bulgarian lev,96000.0,0,55429.723296,0.577392951
37832,65611,136000.0,Yearly,USD,United States dollar,136000.0,0,136000.0,1.0
37833,65612,215000.0,Monthly,RUB,Russian ruble,2580000.0,0,34323.686352,0.0133037544
37834,65615,5800.0,Monthly,TRY,Turkish lira,69600.0,0,5132.98074864,0.0737497234
37835,65619,15000.0,Monthly,PLN,Polish zloty,180000.0,0,44540.102574,0.2474450143
37836,65621,6500.0,Monthly,BRL,Brazilian real,78000.0,0,13737.321741,0.1761195095
37837,65622,20000.0,Monthly,TRY,Turkish lira,240000.0,0,17699.933616,0.0737497234
37838,65623,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
37839,65624,1000.0,Weekly,BRL,Brazilian real,52000.0,0,9158.214494,0.1761195095
37840,65625,4200000.0,Monthly,UGX,Ugandan shilling,50400000.0,0,14235.984,0.00028246
37841,65628,3800.0,Monthly,EUR,European Euro,45600.0,0,51495.279961680004,1.1292824553
37842,65629,4500.0,Monthly,CHF,Swiss franc,54000.0,0,58973.4940626,1.0921017419
37843,65630,1500.0,Monthly,BRL,Brazilian real,18000.0,0,3170.151171,0.1761195095
37844,65631,2000.0,Monthly,PLN,Polish zloty,24000.0,0,5938.6803432,0.2474450143
37845,65632,2100.0,Monthly,EUR,European Euro,25200.0,0,28457.91787356,1.1292824553
37846,65633,56000.0,Yearly,EUR,European Euro,56000.0,0,63239.8174968,1.1292824553
37847,65634,58000.0,Yearly,GBP,Pound sterling,58000.0,0,78545.0874738,1.3542256461
37848,65635,50000.0,Yearly,GBP,Pound sterling,50000.0,0,67711.282305,1.3542256461
37849,65636,140000.0,Monthly,USD,United States dollar,1680000.0,0,1680000.0,1.0
37850,65637,1300.0,Weekly,EUR,European Euro,67600.0,0,76339.49397828,1.1292824553
37851,65638,9500000.0,Monthly,COP,Colombian peso,114000000.0,0,27950.1894,0.0002451771
37852,65639,50000.0,Monthly,DKK,Danish krone,600000.0,0,91096.74264,0.1518279044
37853,65641,8000.0,Monthly,GEL,Georgian lari,96000.0,0,31020.9872352,0.3231352837
37854,65644,2500.0,Monthly,USD,United States dollar,30000.0,0,30000.0,1.0
37855,65645,39000.0,Yearly,GBP,Pound sterling,39000.0,0,52814.8001979,1.3542256461
37856,65647,55000.0,Yearly,USD,United States dollar,55000.0,0,55000.0,1.0
37857,65648,1400.0,Monthly,EUR,European Euro,16800.0,0,18971.94524904,1.1292824553
37858,65649,76000.0,Yearly,CAD,Canadian dollar,76000.0,0,59830.6649616,0.7872455916
37859,65650,1800000.0,Yearly,INR,Indian rupee,1800000.0,0,24153.65946,0.0134186997
37860,65651,300000.0,Yearly,USD,United States dollar,300000.0,0,300000.0,1.0
37861,65653,1500000.0,Yearly,INR,Indian rupee,1500000.0,0,20128.04955,0.0134186997
37862,65655,3500000.0,Monthly,COP,Colombian peso,42000000.0,0,10297.4382,0.0002451771
37863,65656,6500000.0,Monthly,COP,Colombian peso,78000000.0,0,19123.8138,0.0002451771
37864,65658,45000.0,Yearly,GBP,Pound sterling,45000.0,0,60940.154074499995,1.3542256461
37865,65660,1500000.0,Yearly,NOK,Norwegian krone,1500000.0,0,169601.16375,0.1130674425
37866,65662,70000.0,Monthly,ARS,Argentine peso,840000.0,0,8149.443372000001,0.0097017183
37867,65663,70000.0,Yearly,GBP,Pound sterling,70000.0,0,94795.795227,1.3542256461
37868,65664,26460.0,Yearly,EUR,European Euro,26460.0,0,29880.813767238,1.1292824553
37869,65665,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
37870,65668,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
37871,65669,3000.0,Monthly,USD,United States dollar,36000.0,0,36000.0,1.0
37872,65670,10000.0,Monthly,CNY,Chinese Yuan Renminbi,120000.0,0,18855.194004,0.1571266167
37873,65671,98000.0,Yearly,USD,United States dollar,98000.0,0,98000.0,1.0
37874,65672,10000.0,Monthly,PLN,Polish zloty,120000.0,0,29693.401716,0.2474450143
37875,65674,75000.0,Yearly,EUR,European Euro,75000.0,0,84696.1841475,1.1292824553
37876,65676,45900.0,Yearly,GBP,Pound sterling,45900.0,0,62158.95715599,1.3542256461
37877,65677,50000.0,Monthly,GMD,Gambian dalasi,600000.0,0,11365.81248,0.0189430208
37878,65681,240000.0,Yearly,USD,United States dollar,240000.0,0,240000.0,1.0
37879,65685,350000.0,Monthly,KES,Kenyan shilling,4200000.0,0,37125.77106,0.0088394693
37880,65686,40000.0,Yearly,GBP,Pound sterling,40000.0,0,54169.025843999996,1.3542256461
37881,65687,7000000.0,Monthly,IDR,Indonesian rupiah,84000000.0,0,5865.5604,6.98281e-05
37882,65688,75000.0,Monthly,EUR,European Euro,900000.0,0,1016354.2097700001,1.1292824553
37883,65689,1700.0,Weekly,EUR,European Euro,88400.0,0,99828.56904852,1.1292824553
37884,65690,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
37885,65691,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
37886,65692,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
37887,65693,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
37888,65695,180000.0,Yearly,USD,United States dollar,180000.0,0,180000.0,1.0
37889,65696,35000.0,Yearly,EUR,European Euro,35000.0,0,39524.8859355,1.1292824553
37890,65697,150000.0,Yearly,CHF,Swiss franc,150000.0,0,163815.26128500002,1.0921017419
37891,65699,50400.0,Yearly,EUR,European Euro,50400.0,0,56915.83574712,1.1292824553
37892,65700,31365.0,Yearly,GBP,Pound sterling,31365.0,0,42475.287389926496,1.3542256461
37893,65701,80000.0,Weekly,USD,United States dollar,4160000.0,0,4160000.0,1.0
37894,65703,57000.0,Yearly,EUR,European Euro,57000.0,0,64369.099952100005,1.1292824553
37895,65704,2100.0,Monthly,BRL,Brazilian real,25200.0,0,4438.2116393999995,0.1761195095
37896,65706,24000.0,Monthly,PLN,Polish zloty,288000.0,0,71264.1641184,0.2474450143
