,index,YearsCodePro
73580,73580,7
73581,73581,7
73583,73583,4
73585,73585,11
73586,73586,15
73587,73587,12
73588,73588,13
73590,73590,20
73594,73594,3
73595,73595,4
73596,73596,2
73597,73597,16
73598,73598,4
73599,73599,20
73600,73600,6
73601,73601,3
73602,73602,15
73603,73603,4
73604,73604,5
73605,73605,5
73606,73606,6
73608,73608,5
73609,73609,19
73610,73610,20
73611,73611,6
73613,73613,29
73614,73614,7
73615,73615,1
73616,73616,10
73617,73617,30
73620,73620,2
73622,73622,26
73623,73623,32
73625,73625,1
73627,73627,5
73628,73628,1
73629,73629,1
73630,73630,10
73632,73632,4
73633,73633,4
73634,73634,20
73635,73635,30
73637,73637,6
73638,73638,5
73640,73640,4
73641,73641,10
73642,73642,2
73644,73644,5
73645,73645,2
73646,73646,5
73647,73647,3
73648,73648,4
73649,73649,6
73650,73650,25
73651,73651,10
73652,73652,4
73654,73654,8
73655,73655,20
73656,73656,4
73658,73658,1
73659,73659,11
73660,73660,15
73661,73661,8
73662,73662,5
73663,73663,1
73664,73664,2
73666,73666,8
73668,73668,23
73669,73669,46
73670,73670,9
73671,73671,6
73672,73672,26
73674,73674,1
73675,73675,19
73676,73676,8
73678,73678,3
73680,73680,4
73681,73681,2
73682,73682,6
73683,73683,8
73684,73684,3
73685,73685,2
73687,73687,10
73688,73688,15
73690,73690,2
73693,73693,1
73694,73694,35
73695,73695,15
73696,73696,9
73697,73697,3
73698,73698,8
73699,73699,8
73701,73701,2
73704,73704,2
73705,73705,2
73706,73706,5
73707,73707,4
73708,73708,32
73709,73709,5
73710,73710,7
73711,73711,1
73712,73712,18
73714,73714,10
73719,73719,6
73720,73720,11
73722,73722,3
73724,73724,1
73726,73726,20
73727,73727,11
73728,73728,41
73730,73730,3
73733,73733,1
73734,73734,4
73735,73735,1
73736,73736,17
73738,73738,1
73739,73739,5
73740,73740,3
73742,73742,6
73744,73744,7
73746,73746,15
73747,73747,20
73750,73750,2
73751,73751,5
73752,73752,3
73753,73753,17
73754,73754,5
73755,73755,11
73759,73759,2
73761,73761,1
73763,73763,1
73765,73765,4
73766,73766,1
73767,73767,7
73769,73769,20
73770,73770,10
73773,73773,5
73775,73775,16
73778,73778,20
73779,73779,4
73783,73783,2
73785,73785,6
73787,73787,1
73790,73790,3
73793,73793,26
73796,73796,1
73799,73799,1
73803,73803,2
73806,73806,2
73807,73807,1
73808,73808,3
73809,73809,4
73810,73810,3
73813,73813,10
73814,73814,5
73815,73815,9
73817,73817,6
73820,73820,4
73821,73821,9
73822,73822,2
73824,73824,3
73826,73826,1
73828,73828,4
73830,73830,21
73832,73832,2
73836,73836,4
73837,73837,20
73838,73838,1
73843,73843,1
73844,73844,1
73847,73847,5
73851,73851,3
73856,73856,3
73857,73857,3
73860,73860,1
73861,73861,15
73863,73863,20
73867,73867,2
73868,73868,2
73869,73869,11
73873,73873,5
73877,73877,2
73878,73878,6
73879,73879,9
73889,73889,3
73890,73890,5
73892,73892,6
73893,73893,15
73895,73895,10
73896,73896,2
73897,73897,1
73899,73899,1
73902,73902,3
73903,73903,2
73905,73905,2
73907,73907,25
73908,73908,5
73912,73912,7
73914,73914,1
73917,73917,7
73923,73923,3
73924,73924,22
73925,73925,1
73926,73926,2
73928,73928,1
73930,73930,9
73931,73931,10
73933,73933,2
73934,73934,3
73938,73938,4
73939,73939,20
73941,73941,8
73944,73944,1
73948,73948,3
73949,73949,4
73950,73950,1
73951,73951,2
73955,73955,21
73956,73956,2
73957,73957,3
73958,73958,6
73960,73960,26
73964,73964,1
73966,73966,17
73968,73968,7
73969,73969,6
73970,73970,20
73971,73971,7
73973,73973,20
73974,73974,8
73975,73975,4
73979,73979,8
73980,73980,1
73981,73981,10
73982,73982,1
73984,73984,2
73985,73985,20
73988,73988,20
73991,73991,33
73992,73992,10
73993,73993,3
73994,73994,3
73995,73995,2
73997,73997,23
73998,73998,16
74001,74001,6
74002,74002,10
74005,74005,13
74009,74009,4
74013,74013,1
74015,74015,8
74017,74017,2
74018,74018,9
74022,74022,1
74023,74023,1
74025,74025,11
74026,74026,26
74029,74029,26
74034,74034,15
74035,74035,2
74037,74037,20
74038,74038,8
74041,74041,16
74043,74043,18
74044,74044,10
74046,74046,11
74050,74050,9
74054,74054,3
74055,74055,3
74056,74056,7
74057,74057,2
74059,74059,1
74063,74063,1
74066,74066,1
74067,74067,1
74068,74068,25
74069,74069,9
74071,74071,7
74073,74073,5
74074,74074,3
74075,74075,15
74076,74076,11
74077,74077,8
74079,74079,6
74080,74080,32
74082,74082,22
74083,74083,15
74084,74084,41
74085,74085,1
74086,74086,3
74087,74087,2
74088,74088,3
74089,74089,3
74091,74091,4
74092,74092,3
74093,74093,15
74094,74094,3
74095,74095,3
74100,74100,2
74101,74101,5
74103,74103,5
74104,74104,12
74108,74108,2
74112,74112,2
74113,74113,12
74117,74117,10
74118,74118,21
74119,74119,7
74121,74121,7
74122,74122,8
74125,74125,3
74129,74129,14
74130,74130,3
74131,74131,3
74133,74133,20
74134,74134,10
74137,74137,2
74140,74140,6
74141,74141,7
74142,74142,14
74143,74143,7
74144,74144,1
74147,74147,9
74150,74150,26
74151,74151,1
74155,74155,1
74157,74157,4
74162,74162,2
74164,74164,3
74165,74165,1
74166,74166,5
74167,74167,6
74168,74168,6
74169,74169,26
74170,74170,7
74171,74171,5
74176,74176,1
74178,74178,1
74179,74179,4
74181,74181,6
74183,74183,4
74184,74184,3
74186,74186,5
74187,74187,4
74188,74188,1
74191,74191,10
74192,74192,25
74193,74193,3
74194,74194,19
74195,74195,3
74196,74196,3
74197,74197,2
74198,74198,3
74199,74199,3
74200,74200,4
74201,74201,2
74202,74202,15
74205,74205,2
74206,74206,41
74209,74209,3
74210,74210,9
74211,74211,3
74213,74213,2
74214,74214,1
74217,74217,1
74219,74219,7
74221,74221,5
74222,74222,7
74223,74223,8
74224,74224,5
74229,74229,3
74231,74231,5
74233,74233,20
74234,74234,2
74235,74235,5
74236,74236,1
74238,74238,2
74239,74239,5
74240,74240,2
74241,74241,5
74242,74242,5
74243,74243,3
74244,74244,12
74246,74246,4
74248,74248,2
74251,74251,20
74252,74252,9
74253,74253,3
74255,74255,1
74257,74257,3
74258,74258,5
74259,74259,2
74262,74262,1
74264,74264,8
74265,74265,2
74266,74266,14
74267,74267,7
74268,74268,2
74269,74269,27
74270,74270,20
74271,74271,13
74274,74274,4
74275,74275,5
74276,74276,10
74277,74277,25
74278,74278,3
74279,74279,2
74280,74280,1
74282,74282,5
74283,74283,6
74284,74284,6
74285,74285,6
74286,74286,5
74287,74287,8
74288,74288,4
74289,74289,15
74290,74290,7
74292,74292,2
74294,74294,3
74297,74297,17
74298,74298,2
74299,74299,2
74302,74302,15
74305,74305,9
74306,74306,1
74308,74308,3
74309,74309,2
74313,74313,13
74314,74314,2
74315,74315,4
74316,74316,3
74317,74317,1
74318,74318,15
74321,74321,1
74322,74322,1
74324,74324,4
74329,74329,25
74330,74330,3
74331,74331,8
74332,74332,7
74336,74336,21
74337,74337,14
74338,74338,2
74339,74339,1
74340,74340,2
74341,74341,6
74342,74342,1
74343,74343,1
74344,74344,4
74346,74346,1
74347,74347,3
74348,74348,2
74349,74349,26
74350,74350,20
74353,74353,20
74354,74354,1
74357,74357,1
74358,74358,5
74359,74359,9
74361,74361,6
74362,74362,10
74363,74363,6
74364,74364,3
74368,74368,6
74369,74369,1
74370,74370,13
74373,74373,4
74375,74375,1
74377,74377,15
74378,74378,15
74379,74379,16
74380,74380,4
74384,74384,11
74385,74385,2
74388,74388,3
74391,74391,11
74393,74393,6
74397,74397,15
74398,74398,4
74399,74399,6
74400,74400,1
74402,74402,12
74404,74404,2
74405,74405,11
74406,74406,10
74408,74408,26
74410,74410,1
74411,74411,1
74413,74413,1
74415,74415,1
74416,74416,8
74417,74417,2
74418,74418,6
74419,74419,1
74423,74423,4
74426,74426,7
74427,74427,11
74428,74428,11
74433,74433,1
74435,74435,4
74436,74436,20
74437,74437,13
74438,74438,5
74439,74439,10
74442,74442,3
74445,74445,5
74446,74446,10
74447,74447,6
74449,74449,1
74451,74451,4
74452,74452,11
74455,74455,9
74457,74457,4
74459,74459,13
74462,74462,9
74467,74467,3
74469,74469,3
74473,74473,2
74474,74474,28
74475,74475,9
74476,74476,10
74478,74478,29
74480,74480,15
74481,74481,7
74482,74482,3
74483,74483,2
74485,74485,20
74486,74486,1
74488,74488,3
74489,74489,5
74490,74490,7
74491,74491,5
74492,74492,1
74493,74493,38
74494,74494,15
74495,74495,2
74499,74499,5
74500,74500,1
74504,74504,10
74507,74507,6
74509,74509,1
74510,74510,4
74514,74514,3
74515,74515,1
74518,74518,12
74520,74520,4
74521,74521,30
74522,74522,1
74524,74524,16
74525,74525,4
74526,74526,2
74528,74528,9
74530,74530,8
74533,74533,25
74535,74535,3
74536,74536,1
74538,74538,1
74539,74539,5
74540,74540,4
74541,74541,8
74542,74542,2
74545,74545,6
74548,74548,2
74549,74549,1
74551,74551,34
74552,74552,4
74554,74554,11
74555,74555,26
74557,74557,4
74558,74558,6
74560,74560,2
74563,74563,1
74565,74565,30
74566,74566,5
74567,74567,5
74568,74568,4
74570,74570,6
74572,74572,4
74573,74573,8
74574,74574,3
74575,74575,5
74576,74576,1
74579,74579,5
74581,74581,6
74582,74582,3
74584,74584,11
74585,74585,20
74587,74587,2
74588,74588,11
74591,74591,2
74592,74592,1
74593,74593,1
74594,74594,22
74595,74595,2
74596,74596,2
74601,74601,5
74602,74602,14
74603,74603,1
74604,74604,1
74605,74605,21
74608,74608,23
74610,74610,11
74613,74613,1
74614,74614,3
74616,74616,3
74619,74619,1
74620,74620,1
74621,74621,6
74622,74622,35
74626,74626,2
74629,74629,3
74630,74630,6
74631,74631,38
74632,74632,2
74634,74634,9
74635,74635,1
74636,74636,6
74637,74637,18
74638,74638,2
74639,74639,19
74640,74640,15
74642,74642,1
74643,74643,4
74644,74644,26
74650,74650,2
74651,74651,9
74652,74652,6
74653,74653,7
74655,74655,21
74656,74656,3
74657,74657,3
74658,74658,3
74660,74660,2
74661,74661,5
74662,74662,25
74663,74663,2
74666,74666,4
74667,74667,6
74669,74669,15
74670,74670,4
74671,74671,12
74672,74672,1
74673,74673,5
74674,74674,20
74675,74675,25
74677,74677,1
74680,74680,1
74681,74681,6
74684,74684,7
74685,74685,3
74686,74686,31
74688,74688,25
74692,74692,4
74694,74694,3
74695,74695,7
74696,74696,2
74697,74697,12
74698,74698,8
74699,74699,25
74700,74700,4
74701,74701,1
74703,74703,36
74704,74704,10
74707,74707,1
74709,74709,4
74711,74711,3
74712,74712,2
74714,74714,1
74716,74716,1
74717,74717,21
74718,74718,3
74719,74719,12
74721,74721,1
74726,74726,2
74728,74728,9
74729,74729,11
74730,74730,6
74731,74731,10
74732,74732,3
74733,74733,1
74735,74735,20
74736,74736,13
74737,74737,1
74738,74738,5
74741,74741,3
74742,74742,4
74743,74743,17
74746,74746,30
74747,74747,12
74749,74749,3
74750,74750,16
74751,74751,16
74752,74752,1
74753,74753,5
74755,74755,10
74756,74756,2
74757,74757,4
74760,74760,5
74761,74761,6
74762,74762,5
74765,74765,18
74768,74768,5
74769,74769,8
74771,74771,10
74772,74772,3
74773,74773,3
74774,74774,1
74777,74777,2
74778,74778,1
74779,74779,5
74780,74780,1
74781,74781,4
74782,74782,2
74783,74783,4
74784,74784,1
74785,74785,17
74786,74786,10
74789,74789,3
74790,74790,6
74791,74791,1
74792,74792,21
74793,74793,8
74794,74794,4
74795,74795,3
74796,74796,16
74800,74800,6
74802,74802,2
74803,74803,13
74806,74806,6
74809,74809,1
74810,74810,15
74811,74811,3
74813,74813,1
74814,74814,12
74816,74816,3
74817,74817,5
74819,74819,1
74820,74820,8
74821,74821,10
74823,74823,9
74829,74829,7
74830,74830,36
74831,74831,1
74832,74832,2
74837,74837,6
74838,74838,10
74839,74839,1
74841,74841,20
74842,74842,27
74843,74843,20
74846,74846,29
74850,74850,2
74851,74851,3
74852,74852,18
74853,74853,1
74854,74854,10
74855,74855,3
74856,74856,9
74857,74857,7
74860,74860,5
74861,74861,10
74864,74864,15
74866,74866,1
74867,74867,9
74873,74873,2
74874,74874,3
74875,74875,13
74876,74876,1
74880,74880,20
74881,74881,13
74884,74884,41
74886,74886,3
74887,74887,3
74888,74888,1
74889,74889,25
74891,74891,20
74892,74892,4
74893,74893,5
74894,74894,5
74895,74895,2
74896,74896,1
74897,74897,1
74899,74899,15
74900,74900,2
74901,74901,1
74906,74906,9
74907,74907,1
74908,74908,6
74910,74910,5
74911,74911,4
74915,74915,8
74916,74916,15
74920,74920,18
74922,74922,8
74924,74924,5
74926,74926,1
74927,74927,7
74928,74928,1
74929,74929,11
74930,74930,7
74931,74931,10
74932,74932,3
74933,74933,2
74934,74934,2
74935,74935,1
74937,74937,9
74939,74939,20
74941,74941,3
74943,74943,3
74944,74944,2
74945,74945,2
74947,74947,1
74948,74948,9
74950,74950,1
74951,74951,3
74954,74954,21
74956,74956,5
74957,74957,4
74958,74958,8
74959,74959,42
74961,74961,25
74964,74964,7
74965,74965,23
74968,74968,10
74969,74969,17
74970,74970,3
74971,74971,30
74972,74972,3
74973,74973,9
74974,74974,2
74975,74975,2
74976,74976,19
74977,74977,6
74978,74978,4
74979,74979,14
74980,74980,25
74982,74982,1
74984,74984,36
74985,74985,1
74986,74986,30
74989,74989,4
74994,74994,1
74996,74996,1
74997,74997,2
75000,75000,2
75001,75001,3
75002,75002,3
75003,75003,3
75005,75005,8
75006,75006,1
75007,75007,6
75008,75008,28
75009,75009,28
75010,75010,4
75013,75013,5
75014,75014,3
75015,75015,6
75016,75016,12
75019,75019,1
75020,75020,2
75022,75022,20
75023,75023,6
75024,75024,3
75027,75027,6
75030,75030,4
75031,75031,22
75032,75032,2
75033,75033,6
75034,75034,5
75035,75035,2
75036,75036,4
75037,75037,8
75040,75040,1
75041,75041,26
75042,75042,18
75043,75043,13
75045,75045,6
75047,75047,8
75048,75048,2
75049,75049,5
75050,75050,4
75051,75051,3
75053,75053,1
75054,75054,5
75055,75055,3
75058,75058,16
75059,75059,1
75061,75061,2
75062,75062,1
75063,75063,2
75064,75064,3
75066,75066,2
75067,75067,1
75069,75069,6
75070,75070,5
75071,75071,2
75073,75073,13
75074,75074,3
75075,75075,10
75079,75079,18
75080,75080,15
75081,75081,22
75082,75082,2
75083,75083,1
75084,75084,14
75085,75085,1
75086,75086,5
75087,75087,2
75088,75088,1
75089,75089,5
75093,75093,10
75094,75094,25
75096,75096,5
75097,75097,12
75098,75098,1
75099,75099,26
75100,75100,11
75103,75103,7
75104,75104,3
75107,75107,5
75108,75108,6
75109,75109,10
75112,75112,1
75114,75114,1
75116,75116,1
75118,75118,1
75119,75119,2
75120,75120,1
75123,75123,16
75125,75125,13
75126,75126,5
75127,75127,1
75128,75128,1
75129,75129,10
75131,75131,30
75132,75132,6
75133,75133,14
75136,75136,5
75137,75137,1
75139,75139,2
75140,75140,1
75143,75143,2
75146,75146,1
75147,75147,7
75149,75149,15
75150,75150,6
75152,75152,10
75158,75158,1
75159,75159,5
75162,75162,2
75163,75163,23
75167,75167,5
75168,75168,4
75169,75169,8
75170,75170,4
75172,75172,3
75174,75174,20
75175,75175,7
75176,75176,3
75178,75178,1
75179,75179,6
75181,75181,12
75182,75182,10
75183,75183,1
75186,75186,2
75187,75187,8
75188,75188,6
75189,75189,2
75190,75190,1
75191,75191,16
75193,75193,3
75195,75195,3
75196,75196,5
75197,75197,1
75198,75198,9
75202,75202,5
75203,75203,3
75205,75205,10
75209,75209,8
75210,75210,8
75211,75211,5
75212,75212,2
75213,75213,6
75218,75218,16
75219,75219,5
75221,75221,27
75223,75223,2
75225,75225,7
75228,75228,2
75230,75230,22
75233,75233,10
75236,75236,1
75239,75239,1
75240,75240,6
75241,75241,6
75246,75246,2
75247,75247,1
75248,75248,50
75249,75249,3
75251,75251,1
75255,75255,15
75257,75257,19
75258,75258,17
75259,75259,4
75261,75261,7
75263,75263,35
75265,75265,17
75266,75266,19
75267,75267,15
75268,75268,32
75272,75272,4
75273,75273,35
75275,75275,2
75278,75278,12
75281,75281,1
75284,75284,7
75285,75285,25
75287,75287,21
75290,75290,50
75293,75293,17
75297,75297,10
75298,75298,9
75299,75299,25
75301,75301,1
75302,75302,16
75304,75304,9
75305,75305,5
75307,75307,1
75308,75308,13
75309,75309,16
75312,75312,8
75314,75314,4
75318,75318,4
75320,75320,1
75324,75324,15
75325,75325,20
75327,75327,15
75328,75328,20
75329,75329,2
75333,75333,3
75336,75336,23
75338,75338,7
75340,75340,12
75343,75343,2
75344,75344,3
75345,75345,2
75346,75346,3
75347,75347,14
75348,75348,7
75350,75350,5
75352,75352,15
75354,75354,15
75357,75357,16
75364,75364,10
75365,75365,15
75366,75366,1
75367,75367,2
75369,75369,1
75370,75370,11
75372,75372,8
75373,75373,3
75374,75374,3
75376,75376,5
75377,75377,5
75378,75378,2
75380,75380,11
75384,75384,1
75386,75386,26
75388,75388,2
75390,75390,1
75393,75393,1
75394,75394,15
75398,75398,26
75399,75399,6
75402,75402,8
75404,75404,1
75407,75407,1
75408,75408,30
75409,75409,44
75410,75410,2
75411,75411,2
75412,75412,8
75415,75415,5
75417,75417,2
75419,75419,20
75420,75420,12
75421,75421,4
75422,75422,50
75424,75424,5
75425,75425,1
75427,75427,3
75428,75428,8
75429,75429,4
75434,75434,9
75435,75435,4
75438,75438,2
75441,75441,6
75445,75445,3
75447,75447,2
75450,75450,3
75452,75452,5
75453,75453,9
75454,75454,1
75455,75455,1
75456,75456,16
75458,75458,9
75462,75462,6
75463,75463,10
75464,75464,10
75467,75467,1
75468,75468,20
75469,75469,1
75471,75471,10
75473,75473,2
75475,75475,6
75476,75476,15
75479,75479,5
75481,75481,2
75482,75482,1
75484,75484,6
75487,75487,10
75488,75488,3
75489,75489,1
75491,75491,3
75492,75492,7
75494,75494,2
75495,75495,1
75497,75497,29
75498,75498,8
75499,75499,3
75500,75500,2
75502,75502,4
75503,75503,17
75505,75505,27
75508,75508,2
75509,75509,24
75510,75510,1
75512,75512,5
75513,75513,1
75514,75514,2
75515,75515,3
75519,75519,3
75520,75520,2
75522,75522,14
75523,75523,5
75524,75524,2
75526,75526,3
75528,75528,7
75529,75529,17
75530,75530,3
75532,75532,4
75534,75534,17
75535,75535,7
75537,75537,4
75538,75538,10
75539,75539,1
75543,75543,10
75547,75547,5
75549,75549,7
75550,75550,3
75551,75551,11
75552,75552,7
75554,75554,4
75557,75557,1
75558,75558,10
75559,75559,3
75563,75563,3
75564,75564,6
75565,75565,1
75566,75566,6
75567,75567,5
75568,75568,2
75569,75569,8
75571,75571,5
75572,75572,2
75573,75573,5
75574,75574,4
75576,75576,25
75578,75578,7
75579,75579,1
75580,75580,21
75581,75581,10
75582,75582,3
75583,75583,1
75584,75584,3
75586,75586,5
75587,75587,2
75590,75590,22
75591,75591,6
75597,75597,4
75598,75598,12
75600,75600,3
75601,75601,1
75602,75602,1
75604,75604,20
75606,75606,11
75607,75607,13
75608,75608,14
75609,75609,4
75613,75613,2
75616,75616,30
75617,75617,8
75618,75618,3
75619,75619,3
75620,75620,6
75621,75621,9
75622,75622,5
75623,75623,2
75624,75624,13
75626,75626,3
75627,75627,3
75628,75628,1
75629,75629,20
75631,75631,5
75632,75632,18
75633,75633,2
75634,75634,3
75638,75638,3
75641,75641,1
75642,75642,3
75643,75643,5
75644,75644,3
75645,75645,32
75647,75647,7
75648,75648,1
75649,75649,27
75650,75650,8
75651,75651,3
75652,75652,6
75655,75655,2
75657,75657,9
75658,75658,7
75660,75660,3
75661,75661,21
75663,75663,1
75665,75665,2
75666,75666,23
75668,75668,2
75669,75669,4
75670,75670,3
75671,75671,8
75673,75673,3
75674,75674,6
75675,75675,4
75676,75676,1
75677,75677,2
75678,75678,2
75679,75679,10
75681,75681,1
75683,75683,1
75686,75686,10
75687,75687,3
75688,75688,8
75689,75689,10
75691,75691,5
75694,75694,1
75695,75695,7
75697,75697,4
75698,75698,15
75700,75700,10
75701,75701,7
75702,75702,1
75703,75703,1
75704,75704,3
75705,75705,7
75706,75706,23
75707,75707,14
75708,75708,12
75710,75710,15
75711,75711,5
75712,75712,2
75713,75713,1
75719,75719,1
75721,75721,1
75722,75722,4
75723,75723,3
75724,75724,1
75725,75725,5
75727,75727,1
75728,75728,1
75729,75729,6
75730,75730,1
75731,75731,16
75733,75733,4
75734,75734,2
75735,75735,10
75736,75736,1
75737,75737,1
75738,75738,7
75740,75740,13
75741,75741,1
75742,75742,9
75743,75743,7
75744,75744,3
75746,75746,9
75747,75747,15
75749,75749,1
75750,75750,11
75751,75751,40
75753,75753,4
75755,75755,10
75756,75756,3
75758,75758,2
75759,75759,6
75760,75760,2
75761,75761,1
75762,75762,6
75763,75763,1
75764,75764,1
75765,75765,7
75766,75766,9
75767,75767,2
75770,75770,16
75771,75771,2
75772,75772,5
75774,75774,3
75775,75775,1
75778,75778,1
75779,75779,10
75780,75780,10
75781,75781,4
75786,75786,5
75787,75787,2
75788,75788,8
75789,75789,15
75790,75790,11
75791,75791,5
75792,75792,3
75793,75793,1
75794,75794,10
75797,75797,2
75798,75798,1
75799,75799,3
75800,75800,7
75801,75801,15
75803,75803,7
75805,75805,26
75806,75806,5
75807,75807,1
75808,75808,13
75809,75809,3
75810,75810,10
75814,75814,15
75815,75815,3
75816,75816,2
75817,75817,4
75818,75818,2
75819,75819,4
75820,75820,13
75821,75821,4
75823,75823,15
75824,75824,6
75825,75825,8
75826,75826,3
75829,75829,6
75831,75831,4
75832,75832,9
75834,75834,1
75835,75835,10
75836,75836,19
75837,75837,12
75838,75838,1
75841,75841,13
75842,75842,2
75843,75843,3
75844,75844,3
75845,75845,1
75846,75846,3
75847,75847,2
75848,75848,23
75849,75849,2
75850,75850,3
75852,75852,1
75856,75856,4
75858,75858,1
75859,75859,2
75860,75860,6
75862,75862,10
75863,75863,8
75864,75864,5
75866,75866,12
75867,75867,5
75868,75868,21
75869,75869,8
75870,75870,12
75871,75871,2
75873,75873,2
75874,75874,1
75875,75875,10
75876,75876,4
75878,75878,4
75879,75879,6
75881,75881,1
75882,75882,2
75883,75883,1
75884,75884,17
75885,75885,8
75888,75888,11
75889,75889,12
75892,75892,20
75893,75893,11
75894,75894,5
75896,75896,1
75897,75897,15
75898,75898,3
75899,75899,1
75900,75900,9
75901,75901,9
75902,75902,3
75904,75904,1
75905,75905,7
75906,75906,6
75907,75907,4
75908,75908,30
75909,75909,2
75910,75910,10
75911,75911,6
75912,75912,7
75913,75913,2
75914,75914,2
75916,75916,5
75917,75917,5
75918,75918,4
75919,75919,3
75920,75920,2
75923,75923,19
75926,75926,22
75928,75928,9
75929,75929,8
75932,75932,1
75934,75934,33
75935,75935,10
75938,75938,3
75940,75940,1
75941,75941,4
75943,75943,21
75944,75944,4
75945,75945,4
75946,75946,1
75949,75949,1
75950,75950,3
75952,75952,10
75953,75953,4
75954,75954,2
75956,75956,14
75957,75957,2
75960,75960,14
75962,75962,10
75964,75964,4
75965,75965,3
75967,75967,6
75968,75968,1
75969,75969,5
75971,75971,15
75972,75972,3
75974,75974,2
75975,75975,1
75976,75976,2
75977,75977,4
75978,75978,5
75979,75979,2
75980,75980,1
75982,75982,12
75983,75983,20
75984,75984,1
75985,75985,3
75987,75987,4
75988,75988,25
75990,75990,15
75991,75991,8
75992,75992,1
75993,75993,3
75994,75994,3
75996,75996,10
75997,75997,4
76000,76000,5
76001,76001,2
76002,76002,3
76006,76006,1
76010,76010,2
76012,76012,21
76013,76013,1
76014,76014,10
76017,76017,15
76018,76018,8
76020,76020,1
76021,76021,4
76022,76022,6
76023,76023,8
76026,76026,4
76027,76027,2
76028,76028,4
76029,76029,3
76030,76030,10
76032,76032,2
76034,76034,5
76036,76036,7
76037,76037,10
76038,76038,5
76039,76039,3
76040,76040,10
76043,76043,2
76044,76044,1
76045,76045,1
76047,76047,1
76051,76051,3
76052,76052,13
76053,76053,9
76054,76054,11
76056,76056,17
76057,76057,1
76058,76058,1
76059,76059,6
76062,76062,1
76063,76063,5
76064,76064,2
76065,76065,3
76067,76067,1
76068,76068,10
76071,76071,14
76072,76072,12
76074,76074,6
76075,76075,1
76076,76076,15
76077,76077,10
76079,76079,8
76081,76081,12
76084,76084,5
76085,76085,2
76087,76087,8
76088,76088,30
76089,76089,2
76090,76090,6
76091,76091,7
76094,76094,1
76098,76098,4
76100,76100,13
76101,76101,9
76102,76102,5
76104,76104,4
76105,76105,3
76109,76109,4
76111,76111,14
76112,76112,1
76113,76113,11
76114,76114,10
76115,76115,1
76116,76116,3
76117,76117,6
76119,76119,7
76120,76120,3
76121,76121,1
76122,76122,1
76123,76123,10
76124,76124,2
76125,76125,1
76126,76126,8
76127,76127,12
76128,76128,12
76130,76130,2
76131,76131,2
76133,76133,3
76134,76134,22
76135,76135,2
76138,76138,6
76139,76139,5
76140,76140,2
76141,76141,4
76143,76143,16
76146,76146,7
76147,76147,22
76149,76149,3
76150,76150,2
76152,76152,15
76153,76153,1
76154,76154,8
76155,76155,9
76156,76156,4
76157,76157,13
76158,76158,10
76159,76159,13
76160,76160,2
76161,76161,3
76162,76162,1
76163,76163,1
76164,76164,1
76165,76165,4
76169,76169,7
76171,76171,1
76172,76172,7
76173,76173,3
76174,76174,11
76176,76176,3
76177,76177,1
76179,76179,3
76180,76180,2
76184,76184,1
76187,76187,1
76188,76188,3
76190,76190,4
76192,76192,5
76193,76193,20
76195,76195,1
76198,76198,6
76199,76199,15
76200,76200,17
76202,76202,3
76205,76205,10
76207,76207,4
76208,76208,19
76209,76209,9
76210,76210,22
76211,76211,5
76213,76213,5
76215,76215,4
76216,76216,3
76217,76217,4
76218,76218,15
76219,76219,3
76221,76221,3
76223,76223,8
76224,76224,8
76225,76225,2
76226,76226,4
76228,76228,2
76229,76229,4
76231,76231,1
76232,76232,20
76234,76234,6
76238,76238,1
76239,76239,23
76240,76240,12
76241,76241,10
76243,76243,10
76247,76247,10
76248,76248,18
76249,76249,2
76250,76250,1
76251,76251,20
76252,76252,3
76254,76254,5
76255,76255,1
76257,76257,3
76261,76261,12
76262,76262,3
76263,76263,12
76264,76264,5
76265,76265,2
76268,76268,1
76269,76269,2
76270,76270,5
76271,76271,20
76275,76275,3
76279,76279,3
76284,76284,12
76285,76285,1
76288,76288,10
76291,76291,1
76295,76295,5
76296,76296,2
76298,76298,15
76299,76299,10
76300,76300,3
76301,76301,7
76304,76304,4
76305,76305,9
76308,76308,2
76309,76309,10
76313,76313,9
76315,76315,20
76316,76316,7
76317,76317,3
76319,76319,21
76320,76320,1
76321,76321,3
76322,76322,7
76323,76323,10
76325,76325,8
76327,76327,4
76328,76328,23
76329,76329,6
76330,76330,1
76331,76331,21
76332,76332,7
76334,76334,15
76335,76335,5
76336,76336,1
76337,76337,5
76338,76338,22
76339,76339,5
76340,76340,5
76341,76341,10
76342,76342,2
76343,76343,2
76344,76344,1
76347,76347,1
76348,76348,5
76349,76349,10
76350,76350,1
76351,76351,8
76352,76352,20
76353,76353,1
76354,76354,5
76356,76356,5
76357,76357,8
76360,76360,4
76361,76361,4
76363,76363,5
76364,76364,11
76366,76366,6
76370,76370,3
76371,76371,5
76372,76372,15
76374,76374,10
76375,76375,15
76376,76376,2
76378,76378,22
76379,76379,7
76380,76380,1
76381,76381,5
76382,76382,2
76384,76384,1
76385,76385,2
76386,76386,4
76388,76388,15
76390,76390,1
76393,76393,2
76394,76394,1
76397,76397,3
76398,76398,13
76399,76399,17
76402,76402,1
76404,76404,13
76405,76405,12
76406,76406,1
76410,76410,5
76411,76411,1
76412,76412,1
76414,76414,4
76416,76416,1
76418,76418,5
76419,76419,3
76421,76421,1
76422,76422,2
76425,76425,20
76427,76427,21
76428,76428,15
76429,76429,3
